"n","nnodes","pnodes","rate","delta"
479186,2119211,0.0173432,0.0419508,3812.0
479986,2123080,0.0173459,0.0419556,3843.5
480786,2126898,0.0173482,0.0419595,3793.5
481586,2130667,0.0173501,0.0419628,3753.0
482386,2134404,0.0173517,0.0419656,3763.5
483186,2138194,0.0173537,0.0419691,3752.0
483986,2141908,0.0173551,0.0419716,3684.5
484786,2145563,0.0173561,0.0419732,3681.5
485586,2149271,0.0173574,0.0419756,3747.0
486386,2153057,0.0173594,0.041979,3676.0
487186,2156623,0.0173596,0.0419793,3599.0
487986,2160255,0.0173603,0.0419806,3617.0
488786,2163857,0.0173608,0.0419815,3533.0
489586,2167321,0.0173602,0.0419804,3482.5
490386,2170822,0.0173599,0.0419798,3590.5
491186,2174502,0.017361,0.0419817,3599.0
491986,2178020,0.0173608,0.0419814,3578.5
492786,2181659,0.0173615,0.0419828,3591.5
493586,2185203,0.0173616,0.0419828,3545.0
494386,2188749,0.0173616,0.0419829,3617.0
495186,2192437,0.0173628,0.0419849,3575.5
495986,2195900,0.0173621,0.0419838,3513.5
496786,2199464,0.0173623,0.0419841,3519.5
497586,2202939,0.0173618,0.0419832,3503.0
498386,2206470,0.0173617,0.041983,3482.0
499186,2209903,0.0173608,0.0419815,3481.5
499986,2213433,0.0173607,0.0419814,3494.0
500786,2216891,0.0173601,0.0419802,3491.0
501586,2220415,0.01736,0.04198,3566.0
502386,2224023,0.0173605,0.0419809,3495.0
503186,2227405,0.0173592,0.0419787,3435.5
503986,2230894,0.0173588,0.041978,3492.5
504786,2234390,0.0173585,0.0419774,3483.5
505586,2237861,0.0173579,0.0419765,3604.5
506386,2241599,0.0173595,0.0419791,3608.0
507186,2245077,0.017359,0.0419783,3554.0
507986,2248707,0.0173596,0.0419795,3608.5
508786,2252294,0.01736,0.0419801,3565.0
509586,2255837,0.01736,0.0419801,3489.5
510386,2259273,0.0173592,0.0419787,3423.0
511186,2262683,0.0173582,0.0419769,3458.0
511986,2266189,0.0173579,0.0419765,3476.0
512786,2269635,0.0173572,0.0419752,3478.5
513586,2273146,0.017357,0.0419748,3522.0
514386,2276679,0.0173569,0.0419747,3527.0
515186,2280200,0.0173568,0.0419744,3459.0
515986,2283597,0.0173557,0.0419725,3396.5
516786,2286993,0.0173546,0.0419706,3404.5
517586,2290406,0.0173536,0.0419689,3447.5
518386,2293888,0.0173532,0.0419682,3471.0
519186,2297348,0.0173526,0.0419671,3516.5
519986,2300921,0.0173528,0.0419675,3547.5
520786,2304443,0.0173527,0.0419673,3525.0
521586,2307971,0.0173526,0.0419672,3525.5
522386,2311494,0.0173525,0.0419669,3492.5
523186,2314956,0.0173519,0.0419659,3461.0
523986,2318416,0.0173513,0.0419649,3502.5
524786,2321961,0.0173513,0.0419649,3515.5
525586,2325447,0.0173509,0.0419642,3508.5
526386,2328978,0.0173509,0.0419641,3440.0
527186,2332327,0.0173494,0.0419617,3526.0
527986,2336030,0.0173507,0.0419638,3545.0
528786,2339417,0.0173495,0.0419618,3426.5
529586,2342883,0.017349,0.0419609,3422.5
530386,2346262,0.0173478,0.0419588,3458.5
531186,2349800,0.0173478,0.0419588,3439.5
531986,2353141,0.0173463,0.0419562,3390.5
532786,2356581,0.0173456,0.041955,3480.0
533586,2360101,0.0173455,0.0419547,3452.0
534386,2363485,0.0173443,0.0419528,3378.0
535186,2366857,0.0173431,0.0419506,3357.0
535986,2370199,0.0173417,0.0419481,3406.5
536786,2373670,0.0173412,0.0419473,3430.5
537586,2377060,0.0173401,0.0419454,3599.5
538386,2380869,0.0173421,0.0419489,3754.5
539186,2384569,0.0173433,0.0419509,3736.0
539986,2388341,0.017345,0.0419539,3746.5
540786,2392062,0.0173463,0.0419562,3619.0
541586,2395579,0.0173461,0.0419559,3584.0
542386,2399230,0.017347,0.0419573,3659.0
543186,2402897,0.0173479,0.041959,3634.0
543986,2406498,0.0173483,0.0419597,3631.5
544786,2410160,0.0173492,0.0419613,3665.0
545586,2413828,0.0173501,0.0419629,3634.5
546386,2417429,0.0173506,0.0419637,3547.5
547186,2420923,0.0173503,0.0419631,3493.0
547986,2424415,0.0173499,0.0419625,3556.0
548786,2428035,0.0173505,0.0419635,3586.0
549586,2431587,0.0173506,0.0419637,3651.5
550386,2435338,0.0173521,0.0419663,3744.5
551186,2439076,0.0173535,0.0419687,3633.5
551986,2442605,0.0173534,0.0419686,3500.0
552786,2446076,0.0173529,0.0419677,3487.0
553586,2449579,0.0173527,0.0419673,3513.5
554386,2453103,0.0173526,0.0419671,3522.5
555186,2456624,0.0173524,0.0419669,3472.0
555986,2460047,0.0173516,0.0419654,3476.0
556786,2463576,0.0173515,0.0419653,3503.0
557586,2467053,0.0173511,0.0419645,3497.5
558386,2470571,0.0173509,0.0419643,3543.0
559186,2474139,0.0173511,0.0419646,3514.5
559986,2477600,0.0173506,0.0419636,3456.0
560786,2481051,0.01735,0.0419626,3430.5
561586,2484461,0.0173491,0.041961,3488.0
562386,2488027,0.0173492,0.0419613,3539.0
563186,2491539,0.017349,0.041961,3416.0
563986,2494859,0.0173475,0.0419583,3342.5
564786,2498224,0.0173463,0.0419562,3397.5
565586,2501654,0.0173456,0.0419549,3537.5
566386,2505299,0.0173463,0.0419562,3602.5
567186,2508859,0.0173464,0.0419565,3566.5
567986,2512432,0.0173467,0.0419569,3502.0
568786,2515863,0.0173459,0.0419556,3481.5
569586,2519395,0.0173459,0.0419555,3566.0
570386,2522995,0.0173463,0.0419562,3539.5
571186,2526474,0.0173459,0.0419555,3506.0
571986,2530007,0.0173459,0.0419555,3588.5
572786,2533651,0.0173466,0.0419567,3550.0
573586,2537107,0.017346,0.0419557,3473.0
574386,2540597,0.0173457,0.0419551,3477.5
575186,2544062,0.0173452,0.0419543,3517.5
575986,2547632,0.0173454,0.0419546,3510.5
576786,2551083,0.0173448,0.0419536,3658.5
577586,2554949,0.017347,0.0419575,3828.5
578386,2558740,0.0173488,0.0419605,3742.5
579186,2562434,0.0173498,0.0419623,3841.0
579986,2566422,0.0173528,0.0419676,3938.0
580786,2570310,0.0173552,0.0419717,3873.0
581586,2574168,0.0173573,0.0419754,3887.0
582386,2578084,0.0173598,0.0419798,3901.0
583186,2581970,0.0173622,0.0419839,3844.5
583986,2585773,0.0173639,0.0419869,3775.5
584786,2589521,0.0173653,0.0419893,3801.5
585586,2593376,0.0173674,0.041993,3788.5
586386,2597098,0.0173686,0.0419951,3704.5
587186,2600785,0.0173696,0.0419967,3664.5
587986,2604427,0.0173702,0.0419979,3737.5
588786,2608260,0.0173721,0.0420012,3853.5
589586,2612134,0.0173743,0.0420051,3863.5
590386,2615987,0.0173764,0.0420086,3764.5
591186,2619663,0.0173773,0.0420102,3685.5
591986,2623358,0.0173782,0.0420119,3602.0
592786,2626867,0.017378,0.0420115,3604.5
593586,2630567,0.017379,0.0420133,3623.5
594386,2634114,0.017379,0.0420133,3575.0
595186,2637717,0.0173794,0.0420139,3581.0
595986,2641276,0.0173795,0.0420141,3611.5
596786,2644940,0.0173803,0.0420154,3653.0
597586,2648582,0.0173809,0.0420165,3694.0
598386,2652328,0.0173822,0.0420188,3673.0
599186,2655928,0.0173826,0.0420195,3614.5
599986,2659557,0.0173831,0.0420204,3657.5
600786,2663243,0.017384,0.042022,3612.0
601586,2666781,0.017384,0.0420219,3579.0
602386,2670401,0.0173845,0.0420227,3652.5
603186,2674086,0.0173854,0.0420243,3591.5
603986,2677584,0.0173851,0.0420238,3550.0
604786,2681186,0.0173854,0.0420244,3598.5
605586,2684781,0.0173857,0.0420249,3643.0
606386,2688472,0.0173867,0.0420266,3579.0
607186,2691939,0.0173861,0.0420257,3503.0
607986,2695478,0.0173861,0.0420256,3490.0
608786,2698919,0.0173854,0.0420244,3523.0
609586,2702524,0.0173858,0.042025,3593.5
610386,2706106,0.017386,0.0420254,3568.0
611186,2709660,0.0173861,0.0420255,3606.5
611986,2713319,0.0173868,0.0420268,3597.5
612786,2716855,0.0173867,0.0420266,3531.5
613586,2720382,0.0173866,0.0420264,3512.0
614386,2723879,0.0173863,0.0420259,3540.5
615186,2727463,0.0173865,0.0420263,3541.0
615986,2730961,0.0173862,0.0420257,3478.5
616786,2734420,0.0173856,0.0420248,3503.0
617586,2737967,0.0173856,0.0420248,3550.0
618386,2741520,0.0173857,0.0420248,3553.5
619186,2745074,0.0173857,0.0420249,3503.5
619986,2748527,0.0173851,0.0420239,3527.5
620786,2752129,0.0173855,0.0420245,3593.0
621586,2755713,0.0173857,0.0420249,3528.0
622386,2759185,0.0173852,0.0420241,3509.5
623186,2762732,0.0173852,0.0420241,3607.0
623986,2766399,0.017386,0.0420254,3533.0
624786,2769798,0.0173851,0.0420238,3471.0
625586,2773341,0.0173851,0.0420238,3587.0
626386,2776972,0.0173856,0.0420247,3595.0
627186,2780531,0.0173857,0.0420248,3536.5
627986,2784045,0.0173855,0.0420245,3518.0
628786,2787567,0.0173853,0.0420242,3499.0
629586,2791043,0.0173849,0.0420234,3449.0
630386,2794465,0.0173841,0.0420221,3465.5
631186,2797974,0.0173839,0.0420217,3514.5
631986,2801494,0.0173837,0.0420214,3518.5
632786,2805011,0.0173835,0.0420211,3461.0
633586,2808416,0.0173826,0.0420195,3530.5
634386,2812072,0.0173833,0.0420207,3616.5
635186,2815649,0.0173835,0.0420211,3564.5
635986,2819201,0.0173835,0.0420211,3535.5
636786,2822720,0.0173834,0.0420208,3505.0
637586,2826211,0.017383,0.0420202,3504.0
638386,2829728,0.0173829,0.0420199,3496.5
639186,2833204,0.0173824,0.0420192,3521.5
639986,2836771,0.0173826,0.0420194,3631.0
640786,2840466,0.0173835,0.042021,3635.5
641586,2844042,0.0173836,0.0420213,3573.0
642386,2847612,0.0173838,0.0420216,3568.5
643186,2851179,0.0173839,0.0420218,3630.0
643986,2854872,0.0173848,0.0420233,3627.5
644786,2858434,0.0173849,0.0420235,3581.5
645586,2862035,0.0173852,0.0420241,3581.0
646386,2865596,0.0173853,0.0420242,3680.0
647186,2869395,0.0173869,0.0420269,3837.5
647986,2873271,0.0173888,0.0420304,3737.5
648786,2876870,0.0173892,0.0420309,3648.5
649586,2880568,0.0173901,0.0420325,3757.0
650386,2884384,0.0173917,0.0420353,3736.0
651186,2888040,0.0173923,0.0420364,3686.5
651986,2891757,0.0173934,0.0420382,3681.0
652786,2895402,0.0173939,0.0420392,3657.5
653586,2899072,0.0173947,0.0420405,3643.0
654386,2902688,0.0173951,0.0420412,3613.5
655186,2906299,0.0173954,0.0420419,3717.5
655986,2910123,0.0173971,0.0420447,3702.0
656786,2913703,0.0173973,0.0420451,3620.0
657586,2917363,0.0173979,0.0420462,3589.0
658386,2920881,0.0173978,0.0420459,3557.0
659186,2924477,0.017398,0.0420464,3567.0
659986,2928015,0.017398,0.0420463,3574.0
660786,2931625,0.0173983,0.0420469,3499.5
661586,2935014,0.0173974,0.0420452,3427.5
662386,2938480,0.0173969,0.0420444,3484.0
663186,2941982,0.0173966,0.0420439,3541.0
663986,2945562,0.0173968,0.0420442,3502.5
664786,2948987,0.0173961,0.0420429,3501.5
665586,2952565,0.0173962,0.0420432,3546.0
666386,2956079,0.017396,0.0420429,3518.0
667186,2959601,0.0173959,0.0420426,3565.5
667986,2963210,0.0173962,0.0420432,3621.0
668786,2966843,0.0173967,0.0420441,3577.5
669586,2970365,0.0173966,0.0420438,3543.5
670386,2973930,0.0173966,0.042044,3582.0
671186,2977529,0.0173969,0.0420445,3506.5
671986,2980943,0.0173962,0.0420431,3473.5
672786,2984476,0.0173961,0.0420429,3610.5
673586,2988164,0.0173969,0.0420444,3668.5
674386,2991813,0.0173975,0.0420454,3625.5
675186,2995415,0.0173978,0.0420459,3649.0
675986,2999111,0.0173986,0.0420474,3616.5
676786,3002648,0.0173985,0.0420473,3585.0
677586,3006281,0.017399,0.0420481,3666.5
678386,3009981,0.0173999,0.0420496,3626.0
679186,3013533,0.0173999,0.0420497,3635.0
679986,3017251,0.0174009,0.0420513,3680.5
680786,3020894,0.0174014,0.0420523,3688.0
681586,3024627,0.0174025,0.0420541,3677.0
682386,3028248,0.0174029,0.0420548,3604.0
683186,3031835,0.0174031,0.0420552,3621.5
683986,3035491,0.0174037,0.0420563,3622.0
684786,3039079,0.0174039,0.0420566,3575.5
685586,3042642,0.017404,0.0420568,3645.0
686386,3046369,0.017405,0.0420585,3618.5
687186,3049879,0.0174048,0.0420581,3525.0
687986,3053419,0.0174047,0.042058,3625.0
688786,3057129,0.0174056,0.0420596,3660.5
689586,3060740,0.017406,0.0420602,3647.5
690386,3064424,0.0174067,0.0420615,3644.0
691186,3068028,0.017407,0.042062,3585.0
691986,3071594,0.0174071,0.0420622,3467.0
692786,3074962,0.0174061,0.0420604,3417.0
693586,3078428,0.0174056,0.0420595,3527.0
694386,3082016,0.0174058,0.0420599,3587.0
695186,3085602,0.017406,0.0420602,3639.0
695986,3089294,0.0174068,0.0420616,3663.0
696786,3092928,0.0174073,0.0420624,3464.0
697586,3096222,0.0174058,0.0420599,3431.5
698386,3099791,0.0174059,0.0420601,3487.0
699186,3103196,0.0174051,0.0420587,3488.5
699986,3106768,0.0174052,0.0420589,3572.5
700786,3110341,0.0174053,0.0420591,3542.5
701586,3113853,0.0174051,0.0420587,3498.0
702386,3117337,0.0174047,0.0420581,3561.0
703186,3120975,0.0174052,0.0420589,3574.0
703986,3124485,0.017405,0.0420585,3510.5
704786,3127996,0.0174048,0.0420582,3514.0
705586,3131513,0.0174046,0.0420578,3605.5
706386,3135207,0.0174054,0.0420592,3656.5
707186,3138826,0.0174058,0.0420599,3651.5
707986,3142510,0.0174065,0.0420612,3689.0
708786,3146204,0.0174073,0.0420625,3595.0
709586,3149700,0.017407,0.042062,3583.5
710386,3153371,0.0174077,0.0420632,3689.5
711186,3157079,0.0174085,0.0420647,3590.5
711986,3160552,0.0174081,0.0420639,3516.5
712786,3164112,0.0174081,0.042064,3615.5
713586,3167783,0.0174088,0.0420652,3682.5
714386,3171477,0.0174096,0.0420665,3702.0
715186,3175187,0.0174105,0.042068,3673.0
715986,3178823,0.0174109,0.0420688,3572.0
716786,3182331,0.0174107,0.0420684,3480.0
717586,3185783,0.0174101,0.0420675,3519.0
718386,3189369,0.0174103,0.0420678,3622.0
719186,3193027,0.0174109,0.0420688,3633.0
719986,3196635,0.0174112,0.0420693,3584.5
720786,3200196,0.0174113,0.0420694,3601.5
721586,3203838,0.0174117,0.0420703,3620.0
722386,3207436,0.017412,0.0420707,3611.5
723186,3211061,0.0174124,0.0420714,3545.0
723986,3214526,0.0174119,0.0420706,3534.5
724786,3218130,0.0174122,0.0420711,3567.0
725586,3221660,0.0174121,0.0420709,3610.0
726386,3225350,0.0174128,0.0420722,3668.5
727186,3228997,0.0174133,0.042073,3624.5
727986,3232599,0.0174136,0.0420735,3518.0
728786,3236033,0.017413,0.0420724,3520.0
729586,3239639,0.0174133,0.0420729,3634.0
730386,3243301,0.0174138,0.0420739,3597.0
731186,3246833,0.0174137,0.0420737,3574.5
731986,3250450,0.0174141,0.0420743,3518.5
732786,3253870,0.0174134,0.0420731,3482.5
733586,3257415,0.0174133,0.042073,3564.0
734386,3260998,0.0174135,0.0420733,3576.5
735186,3264568,0.0174136,0.0420735,3588.0
735986,3268174,0.0174139,0.042074,3634.0
736786,3271836,0.0174145,0.042075,3577.0
737586,3275328,0.0174141,0.0420744,3530.0
738386,3278896,0.0174142,0.0420746,3490.5
739186,3282309,0.0174135,0.0420733,3468.0
739986,3285832,0.0174133,0.042073,3486.0
740786,3289281,0.0174128,0.0420721,3491.5
741586,3292815,0.0174127,0.0420719,3589.0
742386,3296459,0.0174132,0.0420728,3644.5
743186,3300104,0.0174137,0.0420736,3624.5
743986,3303708,0.0174139,0.0420741,3539.5
744786,3307183,0.0174135,0.0420734,3541.0
745586,3310790,0.0174138,0.0420739,3619.0
746386,3314421,0.0174142,0.0420746,3584.0
747186,3317958,0.0174141,0.0420744,3568.0
747986,3321557,0.0174144,0.0420749,3593.0
748786,3325144,0.0174146,0.0420752,3578.5
749586,3328714,0.0174147,0.0420753,3546.5
750386,3332237,0.0174145,0.0420751,3507.5
751186,3335729,0.0174142,0.0420745,3538.5
751986,3339314,0.0174144,0.0420748,3486.5
752786,3342702,0.0174135,0.0420733,3480.0
753586,3346274,0.0174136,0.0420735,3529.0
754386,3349760,0.0174133,0.0420729,3458.5
755186,3353191,0.0174126,0.0420718,3415.5
755986,3356591,0.0174118,0.0420704,3404.5
756786,3360000,0.0174111,0.0420691,3508.5
757586,3363608,0.0174114,0.0420696,3513.5
758386,3367027,0.0174107,0.0420684,3350.0
759186,3370308,0.0174093,0.042066,3324.5
759986,3373676,0.0174083,0.0420644,3439.5
760786,3377187,0.0174081,0.042064,3441.0
761586,3380558,0.0174072,0.0420624,3421.5
762386,3384030,0.0174068,0.0420617,3467.0
763186,3387492,0.0174063,0.0420609,3387.5
763986,3390805,0.0174051,0.0420587,3481.0
764786,3394454,0.0174056,0.0420596,3514.5
765586,3397834,0.0174048,0.0420581,3379.0
766386,3401212,0.0174039,0.0420566,3393.0
767186,3404620,0.0174031,0.0420553,3398.5
767986,3408009,0.0174023,0.0420539,3374.0
768786,3411368,0.0174013,0.0420522,3384.5
769586,3414778,0.0174006,0.0420509,3438.0
770386,3418244,0.0174002,0.0420502,3430.5
771186,3421639,0.0173994,0.0420488,3472.5
771986,3425189,0.0173994,0.0420488,3485.5
772786,3428610,0.0173988,0.0420477,3452.5
773586,3432094,0.0173984,0.0420471,3474.0
774386,3435558,0.017398,0.0420463,3521.0
775186,3439136,0.0173982,0.0420466,3497.0
775986,3442552,0.0173975,0.0420454,3552.0
776786,3446240,0.0173982,0.0420466,3588.0
777586,3449728,0.0173979,0.0420461,3500.5
778386,3453241,0.0173977,0.0420458,3512.5
779186,3456753,0.0173975,0.0420455,3483.0
779986,3460207,0.017397,0.0420446,3461.5
780786,3463676,0.0173966,0.0420439,3457.0
781586,3467121,0.0173961,0.042043,3461.5
782386,3470599,0.0173958,0.0420424,3482.0
783186,3474085,0.0173954,0.0420419,3435.5
783986,3477470,0.0173946,0.0420404,3438.0
784786,3480961,0.0173943,0.0420399,3424.0
785586,3484318,0.0173934,0.0420383,3493.5
786386,3487948,0.0173938,0.042039,3567.5
787186,3491453,0.0173936,0.0420386,3472.5
787986,3494893,0.017393,0.0420377,3418.0
788786,3498289,0.0173923,0.0420363,3480.0
789586,3501853,0.0173924,0.0420365,3450.5
790386,3505190,0.0173913,0.0420346,3294.0
791186,3508441,0.0173898,0.0420321,3383.5
791986,3511957,0.0173897,0.0420318,3475.0
792786,3515391,0.0173891,0.0420308,3392.0
793586,3518741,0.0173881,0.0420291,3463.5
794386,3522318,0.0173883,0.0420294,3439.5
795186,3525620,0.0173871,0.0420273,3334.0
795986,3528986,0.0173862,0.0420257,3377.5
796786,3532375,0.0173854,0.0420244,3368.5
797586,3535723,0.0173844,0.0420227,3384.5
798386,3539144,0.0173838,0.0420216,3427.0
799186,3542577,0.0173833,0.0420206,3464.0
799986,3546072,0.017383,0.0420202,3431.0
800786,3549439,0.0173821,0.0420187,3419.0
801586,3552910,0.0173818,0.042018,3489.5
802386,3556418,0.0173816,0.0420177,3218.0
803042,3559346,0.0173817,0.0420179,2928.0
